,syn_id,pre_pt_root_id,post_pt_root_id,syn_size,pre_syn_cell_type,pre_syn_clf_type,post_syn_cell_type,post_syn_clf_type
0,289585481,864691135969042789,864691135491574503,7892,5P-IT,E,5P-IT,E
1,401191692,864691136176067334,864691135683790834,11716,23P,E,5P-NP,E
2,200617920,864691136100713589,864691136051146739,1004,MC,I,MC,I
3,148051082,864691135947457121,864691135578002693,3844,23P,E,5P-IT,E
4,447873738,864691136418890903,864691135741051243,14948,6P-IT,E,6P-IT,E
5,428498284,864691135940864422,864691135940624038,18816,23P,E,5P-IT,E
6,400647076,864691136032381371,864691136031719099,640,6P-IT,E,6P-IT,E
7,255549396,864691135368087801,864691135367238905,7968,BC,I,5P-IT,E
8,362130703,864691135865231230,864691136194648040,4580,6P-CT,E,6P-IT,E
9,269684117,864691135916649318,864691134989526650,816,23P,E,23P,E
10,212079084,864691135841391331,864691136806748782,5064,6P-IT,E,BC,I
11,24787580,864691136194345036,864691135841817571,17584,4P,E,23P,E
12,44347594,864691135776615520,864691135490896487,3736,MC,I,23P,E
13,394506395,864691135491800807,864691135156563300,3020,23P,E,BC,I
14,406612262,864691135475475264,864691136423382575,14564,4P,E,5P-IT,E
15,364846170,864691136378793685,864691135570107782,13136,MC,I,23P,E
16,292383608,864691135463704638,864691135755217613,15724,4P,E,5P-IT,E
17,222825420,864691135654838466,864691135754539469,3336,4P,E,5P-ET,E
18,346209499,864691136951607007,864691136032676027,600,4P,E,BC,I
19,396323753,864691136617102555,864691136362637026,2308,23P,E,23P,E
20,397462856,864691135699755668,864691135059435163,22188,23P,E,23P,E
21,454980436,864691136237150991,864691135502604866,13456,MC,I,MC,I
22,82854758,864691135725621055,864691135991490241,15008,6P-IT,E,6P-IT,E
23,273273543,864691136724550653,864691136443909251,3696,5P-ET,E,5P-ET,E
24,267472547,864691135953424586,864691136209567164,1400,6P-IT,E,6P-IT,E
25,486814038,864691136451484415,864691135754538189,372,BC,I,6P-CT,E
26,394992974,864691136195002344,864691135489177658,18140,6P-CT,E,BC,I
27,40686726,864691136065925528,864691135342065861,300,MC,I,5P-IT,E
28,32709123,864691135736904324,864691135355990223,2236,23P,E,23P,E
29,339516194,864691135386184021,864691135195395370,5700,6P-IT,E,6P-IT,E
30,421432122,864691135415453882,864691135704914580,1680,BC,I,23P,E
31,385587010,864691136391623039,864691135341318853,3824,5P-IT,E,BC,I
32,402316169,864691135953764616,864691136925981258,2188,6P-IT,E,BPC,I
33,67637494,864691135614876363,864691135478808518,35180,6P-CT,E,6P-CT,E
34,88347424,864691136041058134,864691136237089295,3912,23P,E,5P-IT,E
35,135090357,864691135270459557,864691137019799406,624,6P-CT,E,5P-NP,E
36,423240698,864691135100839712,864691135490482023,2636,23P,E,23P,E
37,148023059,864691135945431332,864691135065768260,716,5P-ET,E,6P-CT,E
38,372592074,864691135731105465,864691136137504893,16308,4P,E,5P-ET,E
39,418682189,864691135502605661,864691135341654961,2472,6P-IT,E,6P-IT,E
40,443805419,864691135463522461,864691136594874274,7864,23P,E,23P,E
41,419246865,864691136109714616,864691135640087611,1508,6P-IT,E,5P-ET,E
42,120492934,864691135661213936,864691135195468586,6520,6P-CT,E,BC,I
43,461373897,864691136116909732,864691136903957938,7160,BPC,I,6P-IT,E
44,329566289,864691136236717583,864691135618615695,24944,4P,E,4P,E
45,94643970,864691135783764019,864691136025061177,10976,23P,E,MC,I
46,228251398,864691136039792126,864691135013420694,4424,5P-IT,E,5P-ET,E
47,348445698,864691135683215090,864691135618187663,6708,6P-IT,E,6P-CT,E
48,223494095,864691136031787963,864691135113199769,596,6P-CT,E,5P-IT,E
49,356605347,864691135307769158,864691136109767608,5472,23P,E,23P,E
50,428682970,864691135472686130,864691136210050492,5592,6P-CT,E,6P-CT,E
51,70591781,864691135374117449,864691135490810471,1348,23P,E,4P,E
52,371684226,864691137197512257,864691136558228130,6516,4P,E,5P-IT,E
53,131431824,864691136195042380,864691135273136913,260,23P,E,4P,E
54,200458091,864691135698654485,864691136391834495,11640,5P-ET,E,BC,I
55,280214694,864691135941863284,864691135307441222,7024,6P-CT,E,6P-CT,E
56,173521116,864691134948839676,864691136009467054,2760,23P,E,23P,E
57,127416069,864691136117228196,864691135374609225,2804,23P,E,5P-IT,E
58,176740616,864691135516735187,864691136388563728,7580,5P-NP,E,BC,I
59,299021276,864691136176339718,864691135859702120,1736,23P,E,MC,I
60,465663500,864691135495175312,864691135304584359,3648,4P,E,MC,I
61,107388049,864691135182539778,864691135502864565,2000,BC,I,6P-IT,E
62,476603462,864691135447060308,864691135988412874,13656,6P-IT,E,BC,I
63,293685019,864691136228713297,864691135577828357,10332,23P,E,6P-IT,E
64,140462157,864691135741482603,864691135585157244,3208,4P,E,4P,E
65,496550766,864691136297667355,864691135349287127,6196,23P,E,6P-IT,E
66,345343821,864691135123287847,864691135859043944,12840,23P,E,23P,E
67,340116450,864691135445982866,864691135476855208,16212,6P-IT,E,6P-IT,E
68,339155030,864691136419603863,864691136296672283,9964,23P,E,4P,E
69,217942093,864691136723503613,864691136099830645,4840,6P-CT,E,6P-IT,E
70,185114119,864691135782312784,864691136237502735,29136,6P-IT,E,4P,E
71,84103713,864691136312544061,864691135654027714,308,5P-ET,E,5P-IT,E
72,239170374,864691135952860963,864691135367663865,30144,4P,E,5P-ET,E
73,501025111,864691135661425904,864691135501599042,740,6P-IT,E,BC,I
74,135557210,864691135618174863,864691136136571773,24732,6P-IT,E,6P-CT,E
75,418639421,864691136032550331,864691136740841564,6364,23P,E,23P,E
76,474407601,864691134940842339,864691135118446813,388,6P-CT,E,6P-IT,E
77,103272874,864691136267284468,864691135988014595,12924,4P,E,4P,E
78,162823151,864691135866795798,864691136209896124,440,5P-ET,E,6P-IT,E
79,341166976,864691135772861771,864691135688156896,1004,BPC,I,5P-IT,E
80,273205954,864691135777976765,864691135119053789,2884,23P,E,5P-ET,E
81,157277131,864691136601554641,864691135782048080,5296,BC,I,23P,E
82,160030995,864691135954932488,864691135566087703,6204,23P,E,BC,I
83,33372257,864691135883896432,864691135696623002,4348,4P,E,5P-ET,E
84,308700914,864691135475635008,864691135754383821,9644,23P,E,23P,E
85,471405587,864691136912606193,864691136974841884,6208,23P,E,MC,I
86,311894253,864691136106216665,864691135716008218,2772,6P-IT,E,6P-IT,E
87,485421103,864691136813077107,864691136023763257,928,5P-IT,E,5P-IT,E
88,151104738,864691136137391997,864691135233097305,6976,23P,E,23P,E
89,390447035,864691135012482294,864691135013377270,1528,23P,E,23P,E
90,436377050,864691135615037387,864691136371314824,180,23P,E,23P,E
91,386013341,864691135938155780,864691136926624074,12768,4P,E,5P-IT,E
92,499502092,864691136312679229,864691136175085830,232,6P-IT,E,6P-IT,E
93,204541530,864691135429457200,864691136056760280,1200,6P-CT,E,6P-CT,E
94,468041137,864691136973665820,864691136451090431,2644,5P-NP,E,6P-IT,E
95,404994206,864691135490897767,864691135590568459,10604,23P,E,4P,E
96,393743551,864691136274713357,864691137020658030,2148,6P-IT,E,6P-IT,E
97,441393715,864691135856301102,864691135865612933,7752,BC,I,6P-CT,E
98,206612643,864691136237881148,864691135114153113,21472,4P,E,4P,E
99,411332151,864691136116649124,864691136812081779,272,4P,E,23P,E
100,310138607,864691135700757115,864691136105890009,19228,23P,E,23P,E
101,85295760,864691135208519801,864691135645087983,3380,6P-CT,E,BC,I
102,81299162,864691135082478839,864691135800671330,8536,23P,E,4P,E
103,139969511,864691135616352361,864691135437154546,1252,23P,E,23P,E
104,188960084,864691135655123906,864691135685503159,14240,4P,E,4P,E
105,272182534,864691136882049646,864691135616908649,500,5P-ET,E,4P,E
106,108765677,864691135749815849,864691136619378573,2232,5P-IT,E,5P-ET,E
107,463090420,864691135940455425,864691136741518940,8552,4P,E,5P-ET,E
108,380002563,864691135397267233,864691135561356769,500,4P,E,4P,E
109,148154529,864691136195108940,864691135407995337,3524,23P,E,4P,E
110,186337145,864691135012520694,864691135782125904,4016,5P-ET,E,BC,I
111,182230409,864691136116443044,864691134885430010,6656,5P-NP,E,6P-IT,E
112,189572215,864691135940846502,864691135585851260,20684,23P,E,6P-IT,E
113,220132875,864691136137513341,864691136274194110,1732,MC,I,5P-IT,E
114,157421555,864691135491381991,864691135808579613,4956,4P,E,4P,E
115,347093439,864691135516910035,864691135755495890,13872,5P-IT,E,5P-ET,E
116,453579742,864691135374488649,864691135741051243,8048,6P-IT,E,6P-IT,E
117,44798901,864691135273082129,864691136195093462,3484,23P,E,MC,I
118,422111201,864691135762472758,864691136451995135,4468,6P-CT,E,6P-CT,E
119,17651267,864691135952731171,864691135491341799,1192,23P,E,23P,E
120,276297149,864691135741023851,864691135737783684,2272,5P-IT,E,BC,I
121,33691581,864691135182770946,864691136391367039,2836,23P,E,4P,E
122,488095839,864691136419378583,864691136123728678,4624,6P-CT,E,6P-CT,E
123,343141847,864691135699584802,864691136663178974,19980,23P,E,4P,E
124,12680479,864691135569900166,864691135385277781,2056,23P,E,23P,E
125,71461886,864691135741216363,864691135816469327,1796,4P,E,4P,E
126,445571020,864691135927170563,864691135385310549,16988,4P,E,4P,E
127,480083496,864691135012483062,864691135938057988,2260,5P-IT,E,6P-IT,E
128,230535055,864691136588920994,864691135858920040,3904,5P-IT,E,4P,E
129,382546414,864691135303825575,864691135940631718,9972,23P,E,23P,E
130,92386963,864691136811793779,864691135502130498,1140,5P-IT,E,BC,I
131,116013029,864691135992392641,864691136297873435,6696,6P-IT,E,MC,I
132,227189471,864691136683855990,864691136741798748,6484,4P,E,5P-ET,E
133,499918848,864691135684989623,864691135334756073,5976,4P,E,MC,I
134,87737594,864691135776631904,864691136134683787,1216,23P,E,23P,E
135,23054486,864691135373858248,864691136389096208,2336,BC,I,MC,I
136,440601418,864691135782883891,864691135490885991,4084,4P,E,23P,E
137,309415732,864691135584813944,864691135577732613,3888,23P,E,4P,E
138,460404298,864691135917899523,864691136594944930,180,MC,I,BC,I
139,495381571,864691135889536649,864691136010952611,4020,4P,E,BC,I
140,440322376,864691135292725174,864691136009341870,15468,6P-IT,E,6P-CT,E
141,447696108,864691135576171038,864691136024984377,3152,23P,E,MC,I
142,180714978,864691135387576193,864691135505793476,3408,4P,E,6P-CT,E
143,35538665,864691136418608791,864691137021188974,10032,5P-IT,E,MC,I
144,345589386,864691136965850574,864691135569910406,4740,MC,I,4P,E
145,490193188,864691135213072952,864691136419793559,5656,4P,E,BC,I
146,227631726,864691135942137204,864691135938247989,21344,23P,E,6P-CT,E
147,371103019,864691136194744908,864691135726400063,27424,4P,E,23P,E
148,110745924,864691136741470812,864691135560902369,25644,23P,E,23P,E
149,44258859,864691135335217897,864691136419540375,7092,23P,E,4P,E
150,295046363,864691135367708153,864691135467541644,480,5P-IT,E,5P-ET,E
151,444123205,864691136371504520,864691135778563261,3184,23P,E,NGC,I
152,287490458,864691135429454384,864691135349434583,4128,5P-IT,E,5P-ET,E
153,46021519,864691136318064279,864691135987984387,2708,23P,E,23P,E
154,380260433,864691136090184247,864691135693533887,7116,5P-IT,E,MC,I
155,78315459,864691135737491825,864691135866899478,2152,23P,E,4P,E
156,163253626,864691136329393386,864691135772545019,23272,6P-CT,E,6P-IT,E
157,435425491,864691134964741407,864691135976617027,11432,6P-IT,E,6P-IT,E
158,231861465,864691135946043684,864691135590408971,9724,23P,E,NGC,I
159,388798600,864691136032517819,864691135754442445,220,6P-IT,E,6P-IT,E
160,245247937,864691136267357172,864691135873625742,1280,5P-IT,E,6P-IT,E
161,27538624,864691135104881741,864691135661653744,5380,6P-CT,E,5P-IT,E
162,375019979,864691136105472985,864691135940498945,5716,5P-IT,E,6P-IT,E
163,245474179,864691136673575047,864691135429393456,1164,5P-IT,E,5P-IT,E
164,67101512,864691135274598117,864691136297784859,1032,6P-CT,E,6P-IT,E
165,394498695,864691136662207710,864691136011913379,5920,4P,E,5P-ET,E
166,261772771,864691136577525524,864691135517315795,256,BC,I,BC,I
167,361168192,864691135118704093,864691137054507382,1720,6P-IT,E,6P-IT,E
168,94499859,864691135502517826,864691136663005918,5456,23P,E,23P,E
169,87578322,864691135938487861,864691135741166699,2940,MC,I,MC,I
170,351695960,864691135565485591,864691136084887404,3920,23P,E,23P,E
171,85162475,864691135474739776,864691135888472457,4232,6P-IT,E,6P-IT,E
172,302447478,864691135275148261,864691135906653537,3716,6P-IT,E,BPC,I
173,326673019,864691135594191659,864691135386257237,14948,6P-CT,E,6P-IT,E
174,33955264,864691135848592734,864691136296654107,10080,4P,E,4P,E
175,292780647,864691135938012932,864691136296664603,1112,4P,E,BC,I
176,156538289,864691136329403114,864691135479683014,1792,6P-CT,E,6P-IT,E
177,482751111,864691135753604045,864691135013843350,2000,6P-IT,E,6P-IT,E
178,161034446,864691135133586336,864691135568996332,4820,5P-IT,E,23P,E
179,79562667,864691136090998964,864691136389171575,1396,23P,E,23P,E
180,74084800,864691135738466929,864691135346123935,8316,4P,E,4P,E
181,448641493,864691136311798333,864691135941560948,324,6P-IT,E,6P-IT,E
182,381756528,864691135182720258,864691135684932791,4860,4P,E,5P-ET,E
183,288442265,864691135429557296,864691136974380316,5328,23P,E,23P,E
184,121535479,864691135479063494,864691135342238405,4900,6P-CT,E,5P-ET,E
185,486814193,864691136912528625,864691135490878567,588,6P-CT,E,6P-IT,E
186,149676225,864691135273108241,864691135495542672,6772,6P-IT,E,BC,I
187,83433124,864691135233894233,864691136274192062,5080,6P-IT,E,6P-CT,E
188,358829160,864691135383193562,864691136903052978,3084,23P,E,MC,I
189,91282710,864691135498860051,864691135058836635,1016,4P,E,BC,I
190,111976207,864691136040196350,864691135876501587,1212,5P-IT,E,5P-ET,E
191,247243273,864691136903972018,864691135510015497,316,5P-ET,E,5P-ET,E
192,487166079,864691136925353034,864691135938500661,1824,6P-CT,E,6P-CT,E
193,180610938,864691135684221170,864691135463221661,1704,4P,E,23P,E
194,155796793,864691135857559598,864691135342335921,12084,6P-IT,E,5P-IT,E
195,110018982,864691134989362810,864691135275048165,17492,6P-IT,E,6P-IT,E
196,68529095,864691136810003566,864691135865410524,3168,6P-CT,E,6P-IT,E
197,183719646,864691135995468970,864691136287220163,6968,6P-IT,E,6P-CT,E
198,418722131,864691136311848253,864691136021009144,4884,5P-IT,E,6P-IT,E
199,133510842,864691135996104618,864691136925333578,5640,BC,I,6P-CT,E
200,235601825,864691135719292465,864691135463696446,2916,23P,E,BC,I
201,497152862,864691135100843808,864691135976614979,16052,5P-IT,E,4P,E
202,269928822,864691136602308049,864691135754162637,15820,5P-NP,E,6P-CT,E
203,285521016,864691136740446044,864691136194342358,23724,4P,E,4P,E
204,322717864,864691135946871754,864691135324041372,5268,BPC,I,5P-ET,E
205,154450894,864691135910628009,864691135278991265,17388,4P,E,5P-ET,E
206,301477175,864691135590809867,864691135948152929,3000,6P-CT,E,BPC,I
207,430571239,864691135762109238,864691135694014911,7596,23P,E,BC,I
208,352807802,864691135303567015,864691135700755323,7864,6P-CT,E,6P-IT,E
209,392253534,864691135407275977,864691135755197133,400,6P-CT,E,5P-IT,E
210,176837091,864691136785479022,864691136714073710,16960,6P-IT,E,6P-CT,E
211,303663634,864691135941275649,864691136226949969,640,6P-IT,E,6P-IT,E
212,9457428,864691136922759652,864691136100662133,5072,23P,E,BPC,I
213,390118824,864691135616720489,864691135725217963,608,23P,E,23P,E
214,161880629,864691136487428370,864691136813076083,10420,4P,E,MC,I
215,291993986,864691135816474703,864691136021365496,2576,4P,E,5P-ET,E
216,223021671,864691136484199724,864691135800494434,4568,5P-IT,E,5P-ET,E
217,343536052,864691135815503695,864691136908225902,4784,23P,E,23P,E
218,13226105,864691135582554221,864691135938064900,4632,4P,E,23P,E
219,126965344,864691135683208946,864691135918316208,7340,6P-IT,E,6P-IT,E
220,322202129,864691135495024784,864691135568694764,25404,23P,E,23P,E
221,435989368,864691136057218008,864691136100337269,3172,6P-IT,E,BC,I
222,61446336,864691135163366445,864691135754980813,16196,MC,I,6P-IT,E
223,489394780,864691136947035615,864691135123355431,4020,5P-IT,E,BC,I
224,234099423,864691135952462627,864691135526065755,2024,4P,E,4P,E
225,122886635,864691135701557115,864691134989434746,3040,5P-ET,E,6P-CT,E
226,43906117,864691135937401141,864691135659105410,3708,MC,I,23P,E
227,388049373,864691135429328176,864691135975508591,1252,23P,E,5P-ET,E
228,138949685,864691135661659376,864691137053752694,6508,BC,I,6P-IT,E
229,215723701,864691136051496179,864691135884125808,1300,6P-IT,E,6P-IT,E
230,451955404,864691136362481890,864691135508091378,5812,5P-IT,E,MC,I
231,179667986,864691136813911150,864691135926357006,11376,4P,E,23P,E
232,83380887,864691136009497518,864691135123330087,4152,5P-IT,E,BC,I
233,308111197,864691136106548441,864691136673733255,2700,4P,E,4P,E
234,334515805,864691135270538917,864691136021273336,700,6P-IT,E,5P-IT,E
235,461912781,864691135135042585,864691135502944949,15236,4P,E,4P,E
236,267757053,864691136618492813,864691135491069799,3732,5P-NP,E,23P,E
237,73448607,864691135571379437,864691136273007038,11160,23P,E,23P,E
238,490858282,864691136926142282,864691136903050162,4096,6P-IT,E,6P-IT,E
239,283121563,864691136391373695,864691136124686374,3396,BC,I,5P-IT,E
240,107831500,864691135808307485,864691136297642267,14280,6P-IT,E,6P-IT,E
241,306495355,864691135890141321,864691135633829828,3368,23P,E,MC,I
242,365024571,864691135684464823,864691135545576232,1176,BC,I,5P-IT,E
243,286700350,864691135865499525,864691135367180281,6036,4P,E,BC,I
244,437098890,864691135777108064,864691136274157069,3432,6P-IT,E,6P-IT,E
245,388188167,864691135355907791,864691135783909427,13864,5P-IT,E,MC,I
246,435916110,864691135584638840,864691136334609075,768,6P-IT,E,6P-IT,E
247,115492555,864691135341263557,864691135809429196,2876,23P,E,23P,E
248,103664256,864691136618401165,864691135946397988,2976,6P-IT,E,23P,E
249,78192944,864691135394910965,864691135975364463,4428,4P,E,BC,I
250,307249782,864691135946700385,864691135716095258,14596,5P-ET,E,6P-CT,E
251,310042651,864691136483698476,864691136363080930,5792,23P,E,4P,E
252,278526036,864691135464412997,864691135945448484,5296,6P-IT,E,4P,E
253,103187496,864691135749497641,864691135848618334,2348,4P,E,23P,E
254,147874439,864691135207776633,864691135801405282,9164,5P-IT,E,BC,I
255,353700050,864691135937915396,864691135342310085,17632,5P-IT,E,5P-IT,E
256,216718710,864691136912519153,864691135783544627,5112,23P,E,23P,E
257,97128903,864691135926300372,864691135658888578,14260,23P,E,5P-IT,E
258,427032553,864691135511392464,864691135359010904,49992,4P,E,23P,E
259,354819335,864691135526672731,864691135404380142,5684,4P,E,5P-IT,E
260,367648743,864691135987854083,864691134940847459,440,6P-CT,E,6P-IT,E
261,377857955,864691136009658542,864691135495084176,8304,6P-IT,E,5P-NP,E
262,283086517,864691135273176593,864691136124471590,220,6P-IT,E,6P-IT,E
263,475212471,864691136084065644,864691135946621732,7380,6P-CT,E,5P-IT,E
264,262483910,864691135909985193,864691135012923542,6348,6P-CT,E,6P-IT,E
265,318399522,864691136328912618,864691135123805735,824,23P,E,4P,E
266,91883546,864691135658974082,864691135441497928,1864,5P-IT,E,5P-ET,E
267,463626970,864691135867570454,864691135494981264,3984,6P-IT,E,6P-IT,E
268,76500889,864691135989263360,864691136105642883,2960,6P-CT,E,6P-CT,E
269,401568713,864691135772435275,864691135561356769,2764,4P,E,4P,E
270,480788242,864691135135632153,864691135976424003,2852,6P-IT,E,6P-IT,E
271,100044201,864691136362332898,864691135490901095,540,23P,E,6P-CT,E
272,260575315,864691135942113396,864691136273659838,12988,23P,E,23P,E
273,369872766,864691136031712955,864691135257151151,17128,4P,E,6P-CT,E
274,397868627,864691135884877424,864691136110206904,8464,4P,E,BC,I
275,411038906,864691135698664469,864691135114149785,11848,NGC,I,4P,E
276,302566306,864691136085069932,864691136926255178,2268,5P-IT,E,4P,E
277,306550381,864691136723359997,864691135386183765,276,4P,E,4P,E
278,269097830,864691135464525893,864691135578068997,6364,5P-IT,E,6P-IT,E
279,299446767,864691135082733559,864691135359599448,7056,23P,E,5P-NP,E
280,303760664,864691135338712038,864691135446319250,1564,6P-IT,E,5P-IT,E
281,9263820,864691136423497263,864691136828389092,324,23P,E,23P,E
282,197507409,864691136066426008,864691135740439188,4124,6P-CT,E,6P-IT,E
283,417843797,864691136194422742,864691136952638687,396,23P,E,23P,E
284,313939441,864691135937687044,864691135800700002,5140,5P-IT,E,6P-IT,E
285,223540014,864691135349326551,864691135446530706,5972,23P,E,6P-IT,E
286,93327109,864691135383590891,864691135502977205,368,4P,E,4P,E
287,312461847,864691136618263003,864691135273177105,5920,4P,E,5P-IT,E
288,445062520,864691136926414666,864691136672988551,1920,NGC,I,BPC,I
289,33886707,864691136578247700,864691135687889632,5868,5P-IT,E,4P,E
290,214330702,864691135991479745,864691135342081713,19880,5P-IT,E,6P-IT,E
291,409751890,864691136618454157,864691136522574993,11100,6P-IT,E,23P,E
292,246428955,864691136194032342,864691136594914722,4788,4P,E,6P-CT,E
293,440603224,864691136951473887,864691136041983318,9496,6P-CT,E,6P-CT,E
294,281264083,864691135786264772,864691135867055638,1476,6P-CT,E,6P-CT,E
295,319335550,864691135699290658,864691135416541626,1128,4P,E,4P,E
296,103988272,864691137197711169,864691136266685335,184,4P,E,4P,E
297,60624215,864691135876808531,864691136256106637,428,6P-CT,E,6P-CT,E
298,309766957,864691135472746290,864691135759554382,4464,6P-CT,E,4P,E
299,285152020,864691136143400244,864691136274599437,4224,23P,E,MC,I
300,462447020,864691136137479549,864691135687849440,812,6P-IT,E,6P-CT,E
301,119572936,864691135278649249,864691136012563619,4200,4P,E,MC,I
302,379520129,864691135278952097,864691136534664610,2216,23P,E,4P,E
303,420369871,864691135654994626,864691135586097020,4352,4P,E,BC,I
304,86692551,864691136362596834,864691135059271323,10980,23P,E,23P,E
305,244038682,864691136011791267,864691135995273898,256,23P,E,23P,E
306,124881884,864691135594315819,864691136309662298,4716,23P,E,NGC,I
307,242053605,864691136391316095,864691135661320688,5060,6P-CT,E,6P-IT,E
308,488176486,864691136990853781,864691135749595433,5312,5P-IT,E,BC,I
309,375644643,864691135463970110,864691135777148845,828,23P,E,23P,E
310,74373167,864691135816511567,864691136009217196,188,4P,E,4P,E
311,350043417,864691135156965220,864691136286563779,2612,BC,I,5P-IT,E
312,75089271,864691136123681318,864691135539030386,2796,5P-IT,E,5P-IT,E
313,474842603,864691136144537908,864691136365262711,228,6P-IT,E,6P-CT,E
314,308415528,864691136521566865,864691136388764023,16828,6P-CT,E,5P-ET,E
315,478617858,864691136673155463,864691136201977790,212,BC,I,MC,I
316,320802557,864691135685095607,864691135273828113,5332,5P-NP,E,BC,I
317,217717654,864691135502268738,864691136144252468,7248,6P-IT,E,BC,I
318,397823807,864691136287467715,864691135696870554,3580,23P,E,23P,E
319,99182829,864691135100362784,864691136391230847,11468,6P-IT,E,6P-IT,E
320,242660809,864691136910850158,864691135739955092,3408,6P-CT,E,BC,I
321,8996381,864691136118899736,864691134964864799,8604,23P,E,23P,E
322,65267899,864691136723526397,864691135565622615,14612,4P,E,6P-IT,E
323,372088919,864691136101069941,864691136195150156,13480,23P,E,4P,E
324,78543683,864691135156313956,864691135498025491,3828,NGC,I,23P,E
325,360900107,864691135947175265,864691135182715906,5888,MC,I,4P,E
326,346474711,864691135658887042,864691135754538701,18600,23P,E,6P-IT,E
327,439973782,864691135303577767,864691136090952372,10828,6P-IT,E,5P-ET,E
328,455753091,864691136482857516,864691135474656320,24640,6P-IT,E,6P-IT,E
329,427034244,864691135013859734,864691136443747459,33564,23P,E,23P,E
330,469696248,864691135754399949,864691135816371791,668,6P-IT,E,6P-IT,E
